num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
644	トレント は 2017 年 以来 、 見舞 を 申し上げて いる 。 現在 、 2019 年 である 。	トレント は 2018 年 に 見舞 を 申し上げた 。	entailment	3	年	short	以来（テイル形）
645	キャロル は 2011 年 以来 、 手直し を 始めて いる 。 現在 、 2014 年 である 。	キャロル は 2012 年 に 手直し を 始めた 。	entailment	3	年	short	以来（テイル形）
646	ウォルター は 2009 年 以来 、 要望 書 を 受け取って いる 。 現在 、 2011 年 である 。	ウォルター は 2010 年 に 要望 書 を 受け取った 。	entailment	3	年	short	以来（テイル形）
647	プロッド は 2009 年 以来 、 リレー を 見せて いる 。 現在 、 2011 年 である 。	プロッド は 2010 年 に リレー を 見せた 。	entailment	3	年	short	以来（テイル形）
648	キャロル は 2009 年 以来 、 御互い 気 を 使って いる 。 現在 、 2013 年 である 。	キャロル は 2011 年 に 御互い 気 を 使った 。	entailment	3	年	short	以来（テイル形）
649	イブ は 2016 年 以来 、 裾 を 伸ばして いる 。 現在 、 2018 年 である 。	イブ は 2017 年 に 裾 を 伸ばした 。	entailment	3	年	short	以来（テイル形）
650	トルーディー は 2016 年 以来 、 モニター を 貰って いる 。 現在 、 2020 年 である 。	トルーディー は 2018 年 に モニター を 貰った 。	entailment	3	年	short	以来（テイル形）
651	マロリー は 2020 年 以来 、 アタック を 決めて いる 。 現在 、 2019 年 である 。	マロリー は 2015 年 に アタック を 決めた 。	contradiction	3	年	short	以来（テイル形）
652	マチルダ は 2010 年 以来 、 メール を 立ち上げて いる 。 現在 、 2012 年 である 。	マチルダ は 2008 年 に メール を 立ち上げた 。	contradiction	3	年	short	以来（テイル形）
653	オスカー は 2008 年 以来 、 客 を 案内 して いる 。 現在 、 2005 年 である 。	オスカー は 2003 年 に 客 を 案内 した 。	contradiction	3	年	short	以来（テイル形）
654	マレット は 2007 年 以来 、 校正 を 担当 して いる 。 現在 、 2008 年 である 。	マレット は 2006 年 に 校正 を 担当 した 。	contradiction	3	年	short	以来（テイル形）
655	デイヴ は 2018 年 以来 、 公示 日 を 迎えて いる 。 現在 、 2020 年 である 。	デイヴ は 2017 年 に 公示 日 を 迎えた 。	contradiction	3	年	short	以来（テイル形）
656	トレント は 2004 年 以来 、 要求 を 開始 して いる 。 現在 、 2002 年 である 。	トレント は 2003 年 に 要求 を 開始 した 。	contradiction	3	年	short	以来（テイル形）
657	マレット は 2012 年 以来 、 喪主 を 努めて いる 。 現在 、 2008 年 である 。	マレット は 2009 年 に 喪主 を 努めた 。	contradiction	3	年	short	以来（テイル形）
658	ビクター は 2001 年 以来 、 差し入れ を くれて いる 。 現在 、 2003 年 である 。	ビクター は 2000 年 に 差し入れ を くれた 。	contradiction	3	年	short	以来（テイル形）
659	ウォルター は 2021 年 以来 、 学長 を 努めて いる 。 現在 、 2018 年 である 。	ウォルター は 2019 年 に 学長 を 努めた 。	contradiction	3	年	short	以来（テイル形）
660	キャロル は 2020 年 以来 、 ソフトウエア を 作成 して いる 。 現在 、 2019 年 である 。	キャロル は 2018 年 に ソフトウエア を 作成 した 。	contradiction	3	年	short	以来（テイル形）
661	ビクター は 2013 年 以来 、 笑み を 消して いる 。 現在 、 2015 年 である 。	ビクター は 2016 年 に 笑み を 消した 。	neutral	3	年	short	以来（テイル形）
662	マロリー は 2007 年 以来 、 犠牲 を 受けて いる 。 現在 、 2006 年 である 。	マロリー は 2010 年 に 犠牲 を 受けた 。	neutral	3	年	short	以来（テイル形）
663	ボブ は 2011 年 以来 、 歩み を 進めて いる 。 現在 、 2007 年 である 。	ボブ は 2012 年 に 歩み を 進めた 。	neutral	3	年	short	以来（テイル形）
664	アイザック は 2004 年 以来 、 水準 を 決定 して いる 。 現在 、 2006 年 である 。	アイザック は 2007 年 に 水準 を 決定 した 。	neutral	3	年	short	以来（テイル形）
665	ジャスティン は 2005 年 以来 、 認定 書 を 受け取って いる 。 現在 、 2007 年 である 。	ジャスティン は 2009 年 に 認定 書 を 受け取った 。	neutral	3	年	short	以来（テイル形）
666	ボブ は 2007 年 以来 、 掴み取り を 楽しんで いる 。 現在 、 2008 年 である 。	ボブ は 2011 年 に 掴み取り を 楽しんだ 。	neutral	3	年	short	以来（テイル形）
667	アイザック は 2011 年 以来 、 交付 先 を 決定 して いる 。 現在 、 2009 年 である 。	アイザック は 2012 年 に 交付 先 を 決定 した 。	neutral	3	年	short	以来（テイル形）
668	ゾーイ は 2015 年 以来 、 補習 を 行って いる 。 現在 、 2013 年 である 。	ゾーイ は 2017 年 に 補習 を 行った 。	neutral	3	年	short	以来（テイル形）
669	ペギー は 2007 年 以来 、 荷物 を 掛けて いる 。 現在 、 2005 年 である 。	ペギー は 2008 年 に 荷物 を 掛けた 。	neutral	3	年	short	以来（テイル形）
670	ゾーイ は 2010 年 以来 、 子供 を 預かって いる 。 現在 、 2011 年 である 。	ゾーイ は 2013 年 に 子供 を 預かった 。	neutral	3	年	short	以来（テイル形）
671	ペギー は 2007 年 3 月 以来 、 腰 を 離して いる 。 現在 、 2017 年 6 月 である 。	ペギー は 2009 年 12 月 に 腰 を 離した 。	entailment	3	年月	random	以来（テイル形）
672	トレント は 2008 年 5 月 以来 、 物事 を 伝えて いる 。 現在 、 2018 年 9 月 である 。	トレント は 2011 年 4 月 に 物事 を 伝えた 。	entailment	3	年月	random	以来（テイル形）
673	マレット は 2004 年 6 月 以来 、 手紙 を くれて いる 。 現在 、 2007 年 6 月 である 。	マレット は 2006 年 2 月 に 手紙 を くれた 。	entailment	3	年月	random	以来（テイル形）
674	トレント は 2003 年 2 月 以来 、 勤め を 始めて いる 。 現在 、 2016 年 1 月 である 。	トレント は 2006 年 10 月 に 勤め を 始めた 。	entailment	3	年月	random	以来（テイル形）
675	パット は 2004 年 5 月 以来 、 背中 を 合わせて いる 。 現在 、 2011 年 11 月 である 。	パット は 2007 年 7 月 に 背中 を 合わせた 。	entailment	3	年月	random	以来（テイル形）
676	エレン は 2007 年 11 月 以来 、 一切 を 行って いる 。 現在 、 2016 年 7 月 である 。	エレン は 2009 年 2 月 に 一切 を 行った 。	entailment	3	年月	random	以来（テイル形）
677	フランク は 2001 年 1 月 以来 、 大要 を 説明 して いる 。 現在 、 2019 年 2 月 である 。	フランク は 2005 年 1 月 に 大要 を 説明 した 。	entailment	3	年月	random	以来（テイル形）
678	マロリー は 2001 年 8 月 以来 、 要請 文 を 送って いる 。 現在 、 2018 年 1 月 である 。	マロリー は 2010 年 2 月 に 要請 文 を 送った 。	entailment	3	年月	random	以来（テイル形）
679	トルーディー は 2004 年 4 月 以来 、 ナンバーワン を 決めて いる 。 現在 、 2019 年 3 月 である 。	トルーディー は 2014 年 4 月 に ナンバーワン を 決めた 。	entailment	3	年月	random	以来（テイル形）
680	デイヴ は 2000 年 1 月 以来 、 アレンジ を 贈って いる 。 現在 、 2016 年 5 月 である 。	デイヴ は 2011 年 10 月 に アレンジ を 贈った 。	entailment	3	年月	random	以来（テイル形）
681	トレント は 2012 年 9 月 以来 、 犯罪 を 認めて いる 。 現在 、 2011 年 6 月 である 。	トレント は 2007 年 2 月 に 犯罪 を 認めた 。	contradiction	3	年月	random	以来（テイル形）
682	アイザック は 2020 年 9 月 以来 、 レイ を 抱き締めて いる 。 現在 、 2015 年 9 月 である 。	アイザック は 2004 年 11 月 に レイ を 抱き締めた 。	contradiction	3	年月	random	以来（テイル形）
683	ボブ は 2019 年 9 月 以来 、 味噌 を 貰って いる 。 現在 、 2000 年 1 月 である 。	ボブ は 2018 年 5 月 に 味噌 を 貰った 。	contradiction	3	年月	random	以来（テイル形）
684	スティーブ は 2006 年 4 月 以来 、 移行 を 行って いる 。 現在 、 2003 年 2 月 である 。	スティーブ は 2003 年 11 月 に 移行 を 行った 。	contradiction	3	年月	random	以来（テイル形）
685	ウォルター は 2012 年 3 月 以来 、 暴走 を 起こして いる 。 現在 、 2016 年 8 月 である 。	ウォルター は 2008 年 8 月 に 暴走 を 起こした 。	contradiction	3	年月	random	以来（テイル形）
686	ペギー は 2018 年 11 月 以来 、 スノーケリング を 楽しんで いる 。 現在 、 2020 年 12 月 である 。	ペギー は 2005 年 2 月 に スノーケリング を 楽しんだ 。	contradiction	3	年月	random	以来（テイル形）
687	マチルダ は 2006 年 10 月 以来 、 喉 を 開いて いる 。 現在 、 2006 年 8 月 である 。	マチルダ は 2005 年 5 月 に 喉 を 開いた 。	contradiction	3	年月	random	以来（テイル形）
688	ジャスティン は 2004 年 3 月 以来 、 雁 を 向けて いる 。 現在 、 2011 年 12 月 である 。	ジャスティン は 2003 年 10 月 に 雁 を 向けた 。	contradiction	3	年月	random	以来（テイル形）
689	プロッド は 2020 年 9 月 以来 、 口 を 挟んで いる 。 現在 、 2011 年 2 月 である 。	プロッド は 2004 年 5 月 に 口 を 挟んだ 。	contradiction	3	年月	random	以来（テイル形）
690	ボブ は 2020 年 4 月 以来 、 咎 を 負って いる 。 現在 、 2012 年 9 月 である 。	ボブ は 2009 年 4 月 に 咎 を 負った 。	contradiction	3	年月	random	以来（テイル形）
691	キャロル は 2000 年 5 月 以来 、 一 歩 足 を 踏み入れて いる 。 現在 、 2013 年 12 月 である 。	キャロル は 2019 年 4 月 に 一 歩 足 を 踏み入れた 。	neutral	3	年月	random	以来（テイル形）
692	イブ は 2005 年 2 月 以来 、 条件 を 上げて いる 。 現在 、 2008 年 5 月 である 。	イブ は 2014 年 8 月 に 条件 を 上げた 。	neutral	3	年月	random	以来（テイル形）
693	チャーリー は 2004 年 7 月 以来 、 ソレ を 知って いる 。 現在 、 2004 年 2 月 である 。	チャーリー は 2017 年 6 月 に ソレ を 知った 。	neutral	3	年月	random	以来（テイル形）
694	ペギー は 2001 年 2 月 以来 、 ヒヤリング を 行って いる 。 現在 、 2002 年 1 月 である 。	ペギー は 2008 年 10 月 に ヒヤリング を 行った 。	neutral	3	年月	random	以来（テイル形）
695	イブ は 2012 年 10 月 以来 、 移動 を 許して いる 。 現在 、 2015 年 5 月 である 。	イブ は 2016 年 4 月 に 移動 を 許した 。	neutral	3	年月	random	以来（テイル形）
696	スティーブ は 2017 年 1 月 以来 、 挑戦 者 を 迎えて いる 。 現在 、 2011 年 7 月 である 。	スティーブ は 2019 年 9 月 に 挑戦 者 を 迎えた 。	neutral	3	年月	random	以来（テイル形）
697	アリス は 2003 年 2 月 以来 、 寺院 を 案内 して いる 。 現在 、 2005 年 9 月 である 。	アリス は 2010 年 3 月 に 寺院 を 案内 した 。	neutral	3	年月	random	以来（テイル形）
698	プロッド は 2009 年 1 月 以来 、 認定 書 を 手渡して いる 。 現在 、 2012 年 5 月 である 。	プロッド は 2012 年 10 月 に 認定 書 を 手渡した 。	neutral	3	年月	random	以来（テイル形）
699	オスカー は 2006 年 6 月 以来 、 座 を 立って いる 。 現在 、 2004 年 6 月 である 。	オスカー は 2008 年 9 月 に 座 を 立った 。	neutral	3	年月	random	以来（テイル形）
700	キャロル は 2008 年 3 月 以来 、 片足 を 踏み入れて いる 。 現在 、 2003 年 9 月 である 。	キャロル は 2016 年 4 月 に 片足 を 踏み入れた 。	neutral	3	年月	random	以来（テイル形）
701	ボブ は 2019 年 9 月 以来 、 元栓 を 開けて いる 。 現在 、 2019 年 11 月 である 。	ボブ は 2019 年 10 月 に 元栓 を 開けた 。	entailment	3	年月	short	以来（テイル形）
702	オスカー は 2010 年 8 月 以来 、 市長 を 務めて いる 。 現在 、 2010 年 10 月 である 。	オスカー は 2010 年 9 月 に 市長 を 務めた 。	entailment	3	年月	short	以来（テイル形）
703	マロリー は 2008 年 8 月 以来 、 歴史 を 見付けて いる 。 現在 、 2008 年 10 月 である 。	マロリー は 2008 年 9 月 に 歴史 を 見付けた 。	entailment	3	年月	short	以来（テイル形）
704	フランク は 2007 年 4 月 以来 、 診断 書 を 送って いる 。 現在 、 2007 年 6 月 である 。	フランク は 2007 年 5 月 に 診断 書 を 送った 。	entailment	3	年月	short	以来（テイル形）
705	ボブ は 2015 年 5 月 以来 、 勇退 を 表明 して いる 。 現在 、 2015 年 8 月 である 。	ボブ は 2015 年 6 月 に 勇退 を 表明 した 。	entailment	3	年月	short	以来（テイル形）
706	トレント は 2001 年 4 月 以来 、 脚 を 止めて いる 。 現在 、 2001 年 7 月 である 。	トレント は 2001 年 6 月 に 脚 を 止めた 。	entailment	3	年月	short	以来（テイル形）
707	デイヴ は 2013 年 3 月 以来 、 話 を 知って いる 。 現在 、 2013 年 6 月 である 。	デイヴ は 2013 年 4 月 に 話 を 知った 。	entailment	3	年月	short	以来（テイル形）
708	ゾーイ は 2014 年 6 月 以来 、 香典 を 送って いる 。 現在 、 2014 年 8 月 である 。	ゾーイ は 2014 年 7 月 に 香典 を 送った 。	entailment	3	年月	short	以来（テイル形）
709	アイザック は 2014 年 4 月 以来 、 ホームページ を 発信 して いる 。 現在 、 2014 年 7 月 である 。	アイザック は 2014 年 6 月 に ホームページ を 発信 した 。	entailment	3	年月	short	以来（テイル形）
710	アイザック は 2001 年 4 月 以来 、 姿 を 消して いる 。 現在 、 2001 年 7 月 である 。	アイザック は 2001 年 5 月 に 姿 を 消した 。	entailment	3	年月	short	以来（テイル形）
711	プロッド は 2002 年 9 月 以来 、 議会 を 訪れて いる 。 現在 、 2002 年 7 月 である 。	プロッド は 2002 年 6 月 に 議会 を 訪れた 。	contradiction	3	年月	short	以来（テイル形）
712	ゾーイ は 2007 年 4 月 以来 、 悲しみ を 語って いる 。 現在 、 2007 年 5 月 である 。	ゾーイ は 2007 年 2 月 に 悲しみ を 語った 。	contradiction	3	年月	short	以来（テイル形）
713	ペギー は 2001 年 7 月 以来 、 口 を 開いて いる 。 現在 、 2001 年 4 月 である 。	ペギー は 2001 年 5 月 に 口 を 開いた 。	contradiction	3	年月	short	以来（テイル形）
714	アイザック は 2000 年 10 月 以来 、 アジア を 救って いる 。 現在 、 2000 年 11 月 である 。	アイザック は 2000 年 8 月 に アジア を 救った 。	contradiction	3	年月	short	以来（テイル形）
715	マロリー は 2017 年 8 月 以来 、 衆議院 を 解散 して いる 。 現在 、 2017 年 9 月 である 。	マロリー は 2017 年 7 月 に 衆議院 を 解散 した 。	contradiction	3	年月	short	以来（テイル形）
716	イヴァン は 2006 年 9 月 以来 、 データ を 登録 して いる 。 現在 、 2006 年 10 月 である 。	イヴァン は 2006 年 8 月 に データ を 登録 した 。	contradiction	3	年月	short	以来（テイル形）
717	ビクター は 2017 年 7 月 以来 、 ランキング を 決めて いる 。 現在 、 2017 年 5 月 である 。	ビクター は 2017 年 6 月 に ランキング を 決めた 。	contradiction	3	年月	short	以来（テイル形）
718	トルーディー は 2020 年 7 月 以来 、 独学 を 始めて いる 。 現在 、 2020 年 6 月 である 。	トルーディー は 2020 年 5 月 に 独学 を 始めた 。	contradiction	3	年月	short	以来（テイル形）
719	ウォルター は 2017 年 4 月 以来 、 発進 を 切って いる 。 現在 、 2017 年 5 月 である 。	ウォルター は 2017 年 2 月 に 発進 を 切った 。	contradiction	3	年月	short	以来（テイル形）
720	ジャスティン は 2004 年 7 月 以来 、 大役 を 果たして いる 。 現在 、 2004 年 4 月 である 。	ジャスティン は 2004 年 6 月 に 大役 を 果たした 。	contradiction	3	年月	short	以来（テイル形）
721	トルーディー は 2008 年 6 月 以来 、 都合 を 確認 して いる 。 現在 、 2008 年 5 月 である 。	トルーディー は 2008 年 7 月 に 都合 を 確認 した 。	neutral	3	年月	short	以来（テイル形）
722	トレント は 2012 年 6 月 以来 、 期末 を 迎えて いる 。 現在 、 2012 年 4 月 である 。	トレント は 2012 年 7 月 に 期末 を 迎えた 。	neutral	3	年月	short	以来（テイル形）
723	スティーブ は 2001 年 6 月 以来 、 ゴロ を 放って いる 。 現在 、 2001 年 7 月 である 。	スティーブ は 2001 年 9 月 に ゴロ を 放った 。	neutral	3	年月	short	以来（テイル形）
724	チャーリー は 2008 年 7 月 以来 、 改訂 版 を 読んで いる 。 現在 、 2008 年 8 月 である 。	チャーリー は 2008 年 10 月 に 改訂 版 を 読んだ 。	neutral	3	年月	short	以来（テイル形）
725	マーヴィン は 2000 年 5 月 以来 、 大切 さ を 教えて いる 。 現在 、 2000 年 6 月 である 。	マーヴィン は 2000 年 8 月 に 大切 さ を 教えた 。	neutral	3	年月	short	以来（テイル形）
726	チャーリー は 2017 年 8 月 以来 、 プロセス を 教えて いる 。 現在 、 2017 年 10 月 である 。	チャーリー は 2017 年 11 月 に プロセス を 教えた 。	neutral	3	年月	short	以来（テイル形）
727	チャーリー は 2006 年 1 月 以来 、 観光 地 を 楽しんで いる 。 現在 、 2006 年 2 月 である 。	チャーリー は 2006 年 3 月 に 観光 地 を 楽しんだ 。	neutral	3	年月	short	以来（テイル形）
728	キャロル は 2014 年 4 月 以来 、 白旗 を 上げて いる 。 現在 、 2014 年 5 月 である 。	キャロル は 2014 年 6 月 に 白旗 を 上げた 。	neutral	3	年月	short	以来（テイル形）
729	トルーディー は 2016 年 5 月 以来 、 失礼 を 申し上げて いる 。 現在 、 2016 年 6 月 である 。	トルーディー は 2016 年 7 月 に 失礼 を 申し上げた 。	neutral	3	年月	short	以来（テイル形）
730	エレン は 2011 年 6 月 以来 、 耳 を 開いて いる 。 現在 、 2011 年 5 月 である 。	エレン は 2011 年 8 月 に 耳 を 開いた 。	neutral	3	年月	short	以来（テイル形）
731	マレット は 2002 年 3 月 27 日 以来 、 韓国 語 を 教えて いる 。 現在 、 2019 年 4 月 11 日 である 。	マレット は 2002 年 11 月 26 日 に 韓国 語 を 教えた 。	entailment	3	年月日	random	以来（テイル形）
732	オスカー は 2004 年 1 月 7 日 以来 、 子宮 口 を 開いて いる 。 現在 、 2013 年 1 月 13 日 である 。	オスカー は 2007 年 9 月 18 日 に 子宮 口 を 開いた 。	entailment	3	年月日	random	以来（テイル形）
733	デイヴ は 2002 年 4 月 24 日 以来 、 削除 を 開始 して いる 。 現在 、 2013 年 12 月 3 日 である 。	デイヴ は 2013 年 4 月 29 日 に 削除 を 開始 した 。	entailment	3	年月日	random	以来（テイル形）
734	ウォルター は 2013 年 7 月 2 日 以来 、 テスト を 出して いる 。 現在 、 2019 年 9 月 23 日 である 。	ウォルター は 2019 年 8 月 13 日 に テスト を 出した 。	entailment	3	年月日	random	以来（テイル形）
735	ペギー は 2005 年 12 月 4 日 以来 、 管理 権 を 持って いる 。 現在 、 2020 年 4 月 28 日 である 。	ペギー は 2018 年 2 月 4 日 に 管理 権 を 持った 。	entailment	3	年月日	random	以来（テイル形）
736	ゾーイ は 2012 年 9 月 9 日 以来 、 汗水 を 流して いる 。 現在 、 2014 年 6 月 27 日 である 。	ゾーイ は 2014 年 1 月 4 日 に 汗水 を 流した 。	entailment	3	年月日	random	以来（テイル形）
737	マレット は 2008 年 6 月 24 日 以来 、 ハナ を 切って いる 。 現在 、 2013 年 9 月 26 日 である 。	マレット は 2012 年 5 月 6 日 に ハナ を 切った 。	entailment	3	年月日	random	以来（テイル形）
738	ビクター は 2001 年 8 月 8 日 以来 、 選択 を 受けて いる 。 現在 、 2007 年 7 月 4 日 である 。	ビクター は 2004 年 6 月 18 日 に 選択 を 受けた 。	entailment	3	年月日	random	以来（テイル形）
739	アイザック は 2007 年 12 月 4 日 以来 、 身 を 引いて いる 。 現在 、 2015 年 11 月 12 日 である 。	アイザック は 2009 年 7 月 2 日 に 身 を 引いた 。	entailment	3	年月日	random	以来（テイル形）
740	トルーディー は 2004 年 9 月 10 日 以来 、 天秤 を 傾けて いる 。 現在 、 2020 年 11 月 10 日 である 。	トルーディー は 2018 年 11 月 9 日 に 天秤 を 傾けた 。	entailment	3	年月日	random	以来（テイル形）
741	イブ は 2003 年 10 月 19 日 以来 、 資料 集 を 作成 して いる 。 現在 、 2016 年 6 月 9 日 である 。	イブ は 2002 年 12 月 16 日 に 資料 集 を 作成 した 。	contradiction	3	年月日	random	以来（テイル形）
742	デイヴ は 2004 年 1 月 6 日 以来 、 笑み を 消して いる 。 現在 、 2003 年 10 月 25 日 である 。	デイヴ は 2002 年 8 月 20 日 に 笑み を 消した 。	contradiction	3	年月日	random	以来（テイル形）
