num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
73	2000 年 6 月 以来 、 チャーリー は 休み に 出て いる 。 現在 、 2004 年 12 月 である 。	チャーリー は 2003 年 1 月 に は 休み に 出て いた 。	entailment	1	年月	random	以来（状態動詞）
74	2003 年 11 月 以来 、 ビクター は 近く に オープン して いる 。 現在 、 2014 年 5 月 である 。	ビクター は 2011 年 9 月 に は 近く に オープン して いた 。	entailment	1	年月	random	以来（状態動詞）
75	2000 年 8 月 以来 、 マロリー は メーン に 選んで いる 。 現在 、 2015 年 12 月 である 。	マロリー は 2001 年 9 月 に は メーン に 選んで いた 。	entailment	1	年月	random	以来（状態動詞）
76	2006 年 3 月 以来 、 イブ は 団体 に 行って いる 。 現在 、 2008 年 3 月 である 。	イブ は 2007 年 9 月 に は 団体 に 行って いた 。	entailment	1	年月	random	以来（状態動詞）
77	2004 年 1 月 以来 、 アリス は 評判 に 付いて いる 。 現在 、 2018 年 7 月 である 。	アリス は 2014 年 1 月 に は 評判 に 付いて いた 。	entailment	1	年月	random	以来（状態動詞）
78	2006 年 5 月 以来 、 イヴァン は 被災 地 に 送って いる 。 現在 、 2014 年 7 月 である 。	イヴァン は 2012 年 2 月 に は 被災 地 に 送って いた 。	entailment	1	年月	random	以来（状態動詞）
79	2005 年 5 月 以来 、 ビクター は 半分 に 切って いる 。 現在 、 2011 年 10 月 である 。	ビクター は 2007 年 9 月 に は 半分 に 切って いた 。	entailment	1	年月	random	以来（状態動詞）
80	2004 年 11 月 以来 、 マーヴィン は 御挨拶 に 伺って いる 。 現在 、 2016 年 6 月 である 。	マーヴィン は 2013 年 2 月 に は 御挨拶 に 伺って いた 。	entailment	1	年月	random	以来（状態動詞）
81	2008 年 10 月 以来 、 マチルダ は 国 に 払って いる 。 現在 、 2005 年 3 月 である 。	マチルダ は 2007 年 5 月 に は 国 に 払って いた 。	contradiction	1	年月	random	以来（状態動詞）
82	2009 年 11 月 以来 、 ペギー は 観光 に 案内 して いる 。 現在 、 2020 年 5 月 である 。	ペギー は 2007 年 12 月 に は 観光 に 案内 して いた 。	contradiction	1	年月	random	以来（状態動詞）
83	2010 年 2 月 以来 、 ボブ は 手元 に やってきて いる 。 現在 、 2002 年 10 月 である 。	ボブ は 2008 年 12 月 に は 手元 に やってきて いた 。	contradiction	1	年月	random	以来（状態動詞）
84	2012 年 5 月 以来 、 マーヴィン は 身 に 付いて いる 。 現在 、 2011 年 12 月 である 。	マーヴィン は 2009 年 11 月 に は 身 に 付いて いた 。	contradiction	1	年月	random	以来（状態動詞）
85	2018 年 2 月 以来 、 トレント は レッスン に やってきて いる 。 現在 、 2004 年 6 月 である 。	トレント は 2000 年 9 月 に は レッスン に やってきて いた 。	contradiction	1	年月	random	以来（状態動詞）
86	2018 年 2 月 以来 、 オスカー は 体 に 伸ばして いる 。 現在 、 2014 年 1 月 である 。	オスカー は 2000 年 1 月 に は 体 に 伸ばして いた 。	contradiction	1	年月	random	以来（状態動詞）
87	2016 年 8 月 以来 、 イヴァン は 青山 に オープン して いる 。 現在 、 2018 年 9 月 である 。	イヴァン は 2012 年 1 月 に は 青山 に オープン して いた 。	contradiction	1	年月	random	以来（状態動詞）
88	2019 年 11 月 以来 、 ボブ は 保育 園 に 通えて いる 。 現在 、 2018 年 11 月 である 。	ボブ は 2002 年 6 月 に は 保育 園 に 通えて いた 。	contradiction	1	年月	random	以来（状態動詞）
89	2020 年 2 月 以来 、 オスカー は サイエンス に 発表 して いる 。 現在 、 2006 年 3 月 である 。	オスカー は 2000 年 9 月 に は サイエンス に 発表 して いた 。	contradiction	1	年月	random	以来（状態動詞）
90	2019 年 6 月 以来 、 イブ は 大統領 に 提出 して いる 。 現在 、 2015 年 6 月 である 。	イブ は 2007 年 12 月 に は 大統領 に 提出 して いた 。	contradiction	1	年月	random	以来（状態動詞）
91	2007 年 4 月 以来 、 ジャスティン は 店 に 払って いる 。 現在 、 2000 年 8 月 である 。	ジャスティン は 2008 年 5 月 に は 店 に 払って いた 。	neutral	1	年月	random	以来（状態動詞）
92	2015 年 11 月 以来 、 マチルダ は メーン に 選んで いる 。 現在 、 2006 年 11 月 である 。	マチルダ は 2017 年 10 月 に は メーン に 選んで いた 。	neutral	1	年月	random	以来（状態動詞）
93	2002 年 12 月 以来 、 トルーディー は 弁当 に 付いて いる 。 現在 、 2000 年 3 月 である 。	トルーディー は 2014 年 9 月 に は 弁当 に 付いて いた 。	neutral	1	年月	random	以来（状態動詞）
94	2000 年 3 月 以来 、 スティーブ は 家族 に 申し上げて いる 。 現在 、 2005 年 8 月 である 。	スティーブ は 2015 年 1 月 に は 家族 に 申し上げて いた 。	neutral	1	年月	random	以来（状態動詞）
95	2005 年 4 月 以来 、 ボブ は 計画 に 定めて いる 。 現在 、 2009 年 6 月 である 。	ボブ は 2010 年 12 月 に は 計画 に 定めて いた 。	neutral	1	年月	random	以来（状態動詞）
96	2011 年 1 月 以来 、 オスカー は 県庁 に 訪問 して いる 。 現在 、 2005 年 11 月 である 。	オスカー は 2018 年 4 月 に は 県庁 に 訪問 して いた 。	neutral	1	年月	random	以来（状態動詞）
97	2015 年 7 月 以来 、 ペギー は 相手 に 喫して いる 。 現在 、 2007 年 11 月 である 。	ペギー は 2015 年 12 月 に は 相手 に 喫して いた 。	neutral	1	年月	random	以来（状態動詞）
98	2006 年 10 月 以来 、 マーヴィン は 東京 に やってきて いる 。 現在 、 2010 年 1 月 である 。	マーヴィン は 2013 年 1 月 に は 東京 に やってきて いた 。	neutral	1	年月	random	以来（状態動詞）
99	2000 年 8 月 以来 、 マーヴィン は 参加 者 に 贈呈 して いる 。 現在 、 2013 年 6 月 である 。	マーヴィン は 2015 年 8 月 に は 参加 者 に 贈呈 して いた 。	neutral	1	年月	random	以来（状態動詞）
100	2010 年 5 月 以来 、 イブ は 首位 に 切って いる 。 現在 、 2012 年 11 月 である 。	イブ は 2015 年 7 月 に は 首位 に 切って いた 。	neutral	1	年月	random	以来（状態動詞）
131	2000 年 7 月 26 日 以来 、 イブ は 機関 に 運んで いる 。 現在 、 2012 年 8 月 11 日 である 。	イブ は 2011 年 7 月 11 日 に は 機関 に 運んで いた 。	entailment	1	年月日	random	以来（状態動詞）
132	2007 年 4 月 4 日 以来 、 ウォルター は 脳 に 受けて いる 。 現在 、 2017 年 11 月 14 日 である 。	ウォルター は 2008 年 11 月 6 日 に は 脳 に 受けて いた 。	entailment	1	年月日	random	以来（状態動詞）
133	2004 年 1 月 27 日 以来 、 デイヴ は 方々 に 伺って いる 。 現在 、 2012 年 2 月 7 日 である 。	デイヴ は 2005 年 5 月 22 日 に は 方々 に 伺って いた 。	entailment	1	年月日	random	以来（状態動詞）
134	2002 年 1 月 20 日 以来 、 イブ は 片手 に 楽しんで いる 。 現在 、 2014 年 12 月 29 日 である 。	イブ は 2011 年 6 月 29 日 に は 片手 に 楽しんで いた 。	entailment	1	年月日	random	以来（状態動詞）
135	2004 年 12 月 18 日 以来 、 ゾーイ は 主張 に 傾けて いる 。 現在 、 2005 年 8 月 30 日 である 。	ゾーイ は 2005 年 6 月 27 日 に は 主張 に 傾けて いた 。	entailment	1	年月日	random	以来（状態動詞）
136	2000 年 10 月 11 日 以来 、 パット は ツアー に やってきて いる 。 現在 、 2016 年 8 月 25 日 である 。	パット は 2014 年 10 月 12 日 に は ツアー に やってきて いた 。	entailment	1	年月日	random	以来（状態動詞）
137	2006 年 6 月 15 日 以来 、 キャロル は 記者 団 に 語って いる 。 現在 、 2018 年 11 月 23 日 である 。	キャロル は 2017 年 9 月 19 日 に は 記者 団 に 語って いた 。	entailment	1	年月日	random	以来（状態動詞）
138	2007 年 7 月 4 日 以来 、 マロリー は 夫 に 送って いる 。 現在 、 2020 年 2 月 17 日 である 。	マロリー は 2011 年 12 月 12 日 に は 夫 に 送って いた 。	entailment	1	年月日	random	以来（状態動詞）
139	2002 年 8 月 26 日 以来 、 フランク は 中日 に 勝って いる 。 現在 、 2016 年 8 月 25 日 である 。	フランク は 2008 年 5 月 17 日 に は 中日 に 勝って いた 。	entailment	1	年月日	random	以来（状態動詞）
140	2005 年 1 月 15 日 以来 、 フランク は 客 に 案内 して いる 。 現在 、 2017 年 10 月 20 日 である 。	フランク は 2009 年 7 月 21 日 に は 客 に 案内 して いた 。	entailment	1	年月日	random	以来（状態動詞）
141	2015 年 1 月 15 日 以来 、 ペギー は 見学 に 訪れて いる 。 現在 、 2019 年 11 月 14 日 である 。	ペギー は 2001 年 5 月 17 日 に は 見学 に 訪れて いた 。	contradiction	1	年月日	random	以来（状態動詞）
142	2015 年 8 月 27 日 以来 、 アリス は 部下 に 下して いる 。 現在 、 2001 年 2 月 21 日 である 。	アリス は 2001 年 12 月 18 日 に は 部下 に 下して いた 。	contradiction	1	年月日	random	以来（状態動詞）
143	2002 年 7 月 16 日 以来 、 デイヴ は 近辺 に 引っ越して いる 。 現在 、 2018 年 6 月 21 日 である 。	デイヴ は 2000 年 11 月 14 日 に は 近辺 に 引っ越して いた 。	contradiction	1	年月日	random	以来（状態動詞）
144	2018 年 5 月 20 日 以来 、 フランク は 使用 に 慣れて いる 。 現在 、 2015 年 11 月 8 日 である 。	フランク は 2018 年 4 月 1 日 に は 使用 に 慣れて いた 。	contradiction	1	年月日	random	以来（状態動詞）
145	2012 年 5 月 14 日 以来 、 マーヴィン は エジプト に 射て いる 。 現在 、 2009 年 8 月 10 日 である 。	マーヴィン は 2006 年 7 月 29 日 に は エジプト に 射て いた 。	contradiction	1	年月日	random	以来（状態動詞）
146	2008 年 5 月 8 日 以来 、 ジャスティン は 住民 に 提供 して いる 。 現在 、 2010 年 4 月 15 日 である 。	ジャスティン は 2001 年 9 月 20 日 に は 住民 に 提供 して いた 。	contradiction	1	年月日	random	以来（状態動詞）
147	2016 年 12 月 2 日 以来 、 マチルダ は 間 に 帰って いる 。 現在 、 2004 年 1 月 10 日 である 。	マチルダ は 2015 年 7 月 2 日 に は 間 に 帰って いた 。	contradiction	1	年月日	random	以来（状態動詞）
148	2006 年 5 月 3 日 以来 、 マロリー は 客 に 行って いる 。 現在 、 2017 年 3 月 26 日 である 。	マロリー は 2004 年 1 月 19 日 に は 客 に 行って いた 。	contradiction	1	年月日	random	以来（状態動詞）
149	2004 年 6 月 28 日 以来 、 オスカー は 耳 に して いる 。 現在 、 2019 年 1 月 1 日 である 。	オスカー は 2001 年 6 月 15 日 に は 耳 に して いた 。	contradiction	1	年月日	random	以来（状態動詞）
150	2005 年 9 月 14 日 以来 、 チャーリー は ドラ に 出演 して いる 。 現在 、 2008 年 9 月 3 日 である 。	チャーリー は 2000 年 5 月 25 日 に は ドラ に 出演 して いた 。	contradiction	1	年月日	random	以来（状態動詞）
151	2009 年 1 月 14 日 以来 、 プロッド は 予選 に 進めて いる 。 現在 、 2003 年 8 月 1 日 である 。	プロッド は 2020 年 7 月 7 日 に は 予選 に 進めて いた 。	neutral	1	年月日	random	以来（状態動詞）
152	2005 年 4 月 20 日 以来 、 イヴァン は 最終 日 に 予定 して いる 。 現在 、 2014 年 12 月 24 日 である 。	イヴァン は 2016 年 8 月 19 日 に は 最終 日 に 予定 して いた 。	neutral	1	年月日	random	以来（状態動詞）
153	2004 年 8 月 16 日 以来 、 ゾーイ は ジャパン に 出場 して いる 。 現在 、 2018 年 3 月 26 日 である 。	ゾーイ は 2019 年 4 月 12 日 に は ジャパン に 出場 して いた 。	neutral	1	年月日	random	以来（状態動詞）
154	2005 年 12 月 27 日 以来 、 デイヴ は 疑問 点 に 答えて いる 。 現在 、 2002 年 1 月 9 日 である 。	デイヴ は 2007 年 9 月 20 日 に は 疑問 点 に 答えて いた 。	neutral	1	年月日	random	以来（状態動詞）
155	2014 年 7 月 2 日 以来 、 トレント は 市長 選 に 表明 して いる 。 現在 、 2002 年 3 月 1 日 である 。	トレント は 2020 年 9 月 15 日 に は 市長 選 に 表明 して いた 。	neutral	1	年月日	random	以来（状態動詞）
156	2006 年 1 月 7 日 以来 、 ジャスティン は 博多 に やってきて いる 。 現在 、 2006 年 9 月 29 日 である 。	ジャスティン は 2017 年 11 月 11 日 に は 博多 に やってきて いた 。	neutral	1	年月日	random	以来（状態動詞）
157	2006 年 1 月 30 日 以来 、 ビクター は 心療内科 に 世話 して いる 。 現在 、 2003 年 8 月 23 日 である 。	ビクター は 2018 年 7 月 15 日 に は 心療内科 に 世話 して いた 。	neutral	1	年月日	random	以来（状態動詞）
158	2001 年 2 月 8 日 以来 、 イブ は 墓参り に 行って いる 。 現在 、 2003 年 5 月 16 日 である 。	イブ は 2014 年 5 月 2 日 に は 墓参り に 行って いた 。	neutral	1	年月日	random	以来（状態動詞）
159	2001 年 2 月 3 日 以来 、 プロッド は 市民 に 提供 して いる 。 現在 、 2000 年 2 月 4 日 である 。	プロッド は 2020 年 5 月 19 日 に は 市民 に 提供 して いた 。	neutral	1	年月日	random	以来（状態動詞）
160	2006 年 9 月 9 日 以来 、 スティーブ は 練習 に 通って いる 。 現在 、 2014 年 1 月 21 日 である 。	スティーブ は 2015 年 12 月 26 日 に は 練習 に 通って いた 。	neutral	1	年月日	random	以来（状態動詞）
191	2001 年 1 月 15 日 9 時 以来 、 チャーリー は 皆さん に 述べて いる 。 現在 、 2019 年 5 月 27 日 20 時 である 。	チャーリー は 2014 年 3 月 20 日 16 時 に は 皆さん に 述べて いた 。	entailment	1	年月日時	random	以来（状態動詞）
192	2006 年 6 月 12 日 9 時 以来 、 プロッド は ハム に 入団 して いる 。 現在 、 2018 年 4 月 7 日 6 時 である 。	プロッド は 2011 年 10 月 1 日 14 時 に は ハム に 入団 して いた 。	entailment	1	年月日時	random	以来（状態動詞）
193	2000 年 3 月 4 日 1 時 以来 、 フランク は 園 に 入園 して いる 。 現在 、 2012 年 6 月 10 日 11 時 である 。	フランク は 2004 年 1 月 25 日 0 時 に は 園 に 入園 して いた 。	entailment	1	年月日時	random	以来（状態動詞）
194	2005 年 12 月 5 日 16 時 以来 、 チャーリー は 私 に 下りて いる 。 現在 、 2006 年 10 月 6 日 20 時 である 。	チャーリー は 2006 年 1 月 15 日 19 時 に は 私 に 下りて いた 。	entailment	1	年月日時	random	以来（状態動詞）
195	2001 年 12 月 8 日 17 時 以来 、 ビクター は 新聞 に 受けて いる 。 現在 、 2015 年 11 月 17 日 22 時 である 。	ビクター は 2012 年 7 月 18 日 2 時 に は 新聞 に 受けて いた 。	entailment	1	年月日時	random	以来（状態動詞）
196	2012 年 4 月 24 日 14 時 以来 、 アリス は あて に 出して いる 。 現在 、 2020 年 3 月 1 日 16 時 である 。	アリス は 2014 年 12 月 31 日 7 時 に は あて に 出して いた 。	entailment	1	年月日時	random	以来（状態動詞）
197	2004 年 10 月 15 日 8 時 以来 、 トレント は 休み に 開いて いる 。 現在 、 2019 年 4 月 19 日 4 時 である 。	トレント は 2009 年 11 月 28 日 1 時 に は 休み に 開いて いた 。	entailment	1	年月日時	random	以来（状態動詞）
198	2004 年 8 月 29 日 22 時 以来 、 アイザック は 少女 に 近付いて いる 。 現在 、 2016 年 2 月 5 日 5 時 である 。	アイザック は 2006 年 12 月 22 日 9 時 に は 少女 に 近付いて いた 。	entailment	1	年月日時	random	以来（状態動詞）
199	2004 年 10 月 12 日 20 時 以来 、 アイザック は 全員 に 贈呈 して いる 。 現在 、 2020 年 2 月 14 日 8 時 である 。	アイザック は 2013 年 11 月 29 日 17 時 に は 全員 に 贈呈 して いた 。	entailment	1	年月日時	random	以来（状態動詞）
200	2017 年 1 月 21 日 10 時 以来 、 トルーディー は 教習 所 に 通えて いる 。 現在 、 2019 年 2 月 18 日 22 時 である 。	トルーディー は 2018 年 8 月 14 日 5 時 に は 教習 所 に 通えて いた 。	entailment	1	年月日時	random	以来（状態動詞）
201	2018 年 5 月 3 日 10 時 以来 、 ペギー は 相談 に 乗って いる 。 現在 、 2017 年 9 月 2 日 7 時 である 。	ペギー は 2005 年 10 月 31 日 5 時 に は 相談 に 乗って いた 。	contradiction	1	年月日時	random	以来（状態動詞）
202	2013 年 2 月 8 日 5 時 以来 、 ペギー は 同列 に 語って いる 。 現在 、 2003 年 8 月 18 日 17 時 である 。	ペギー は 2008 年 4 月 2 日 15 時 に は 同列 に 語って いた 。	contradiction	1	年月日時	random	以来（状態動詞）
203	2019 年 11 月 26 日 14 時 以来 、 トルーディー は ボケ に 入れて いる 。 現在 、 2006 年 5 月 15 日 15 時 である 。	トルーディー は 2019 年 11 月 15 日 18 時 に は ボケ に 入れて いた 。	contradiction	1	年月日時	random	以来（状態動詞）
204	2013 年 11 月 13 日 20 時 以来 、 スティーブ は 千葉 に やってきて いる 。 現在 、 2002 年 11 月 26 日 17 時 である 。	スティーブ は 2002 年 1 月 15 日 22 時 に は 千葉 に やってきて いた 。	contradiction	1	年月日時	random	以来（状態動詞）
205	2016 年 7 月 29 日 22 時 以来 、 デイヴ は ヤンキース に 移籍 して いる 。 現在 、 2016 年 5 月 22 日 22 時 である 。	デイヴ は 2000 年 7 月 22 日 0 時 に は ヤンキース に 移籍 して いた 。	contradiction	1	年月日時	random	以来（状態動詞）
206	2019 年 9 月 9 日 18 時 以来 、 エレン は 言葉 に 使って いる 。 現在 、 2004 年 10 月 30 日 7 時 である 。	エレン は 2015 年 8 月 25 日 9 時 に は 言葉 に 使って いた 。	contradiction	1	年月日時	random	以来（状態動詞）
207	2004 年 5 月 29 日 4 時 以来 、 ボブ は 世界 に 発信 して いる 。 現在 、 2020 年 2 月 14 日 0 時 である 。	ボブ は 2000 年 3 月 24 日 21 時 に は 世界 に 発信 して いた 。	contradiction	1	年月日時	random	以来（状態動詞）
208	2020 年 2 月 2 日 20 時 以来 、 ジャスティン は 担当 者 に 送って いる 。 現在 、 2000 年 5 月 13 日 11 時 である 。	ジャスティン は 2009 年 7 月 25 日 1 時 に は 担当 者 に 送って いた 。	contradiction	1	年月日時	random	以来（状態動詞）
209	2005 年 10 月 2 日 12 時 以来 、 キャロル は 僕 に 近付いて いる 。 現在 、 2011 年 10 月 25 日 14 時 である 。	キャロル は 2004 年 7 月 12 日 14 時 に は 僕 に 近付いて いた 。	contradiction	1	年月日時	random	以来（状態動詞）
210	2016 年 11 月 25 日 3 時 以来 、 ペギー は 台所 に 出して いる 。 現在 、 2004 年 12 月 21 日 0 時 である 。	ペギー は 2010 年 10 月 23 日 7 時 に は 台所 に 出して いた 。	contradiction	1	年月日時	random	以来（状態動詞）
211	2017 年 5 月 6 日 14 時 以来 、 トルーディー は ノート に 書いて いる 。 現在 、 2019 年 4 月 25 日 0 時 である 。	トルーディー は 2020 年 2 月 27 日 4 時 に は ノート に 書いて いた 。	neutral	1	年月日時	random	以来（状態動詞）
212	2002 年 8 月 16 日 7 時 以来 、 ウォルター は 実家 に 泊まって いる 。 現在 、 2013 年 5 月 26 日 3 時 である 。	ウォルター は 2018 年 5 月 15 日 12 時 に は 実家 に 泊まって いた 。	neutral	1	年月日時	random	以来（状態動詞）
213	2005 年 5 月 9 日 14 時 以来 、 イヴァン は 話 に 挟んで いる 。 現在 、 2016 年 10 月 25 日 23 時 である 。	イヴァン は 2019 年 3 月 3 日 7 時 に は 話 に 挟んで いた 。	neutral	1	年月日時	random	以来（状態動詞）
214	2008 年 5 月 24 日 16 時 以来 、 チャーリー は 対象 に 行って いる 。 現在 、 2010 年 11 月 21 日 19 時 である 。	チャーリー は 2015 年 7 月 3 日 9 時 に は 対象 に 行って いた 。	neutral	1	年月日時	random	以来（状態動詞）
215	2000 年 7 月 13 日 3 時 以来 、 フランク は 曲 に 世話 して いる 。 現在 、 2000 年 10 月 16 日 15 時 である 。	フランク は 2004 年 7 月 20 日 21 時 に は 曲 に 世話 して いた 。	neutral	1	年月日時	random	以来（状態動詞）
216	2009 年 8 月 29 日 12 時 以来 、 アリス は 分 に 係って いる 。 現在 、 2008 年 3 月 19 日 14 時 である 。	アリス は 2010 年 10 月 18 日 3 時 に は 分 に 係って いた 。	neutral	1	年月日時	random	以来（状態動詞）
217	2008 年 8 月 9 日 6 時 以来 、 アイザック は 疑問 点 に 答えて いる 。 現在 、 2006 年 5 月 11 日 7 時 である 。	アイザック は 2018 年 11 月 18 日 13 時 に は 疑問 点 に 答えて いた 。	neutral	1	年月日時	random	以来（状態動詞）
